epoch,step,train_loss
49,49,0.01036361325532198
99,99,0.003341604955494404
149,149,0.001308622770011425
199,199,0.000800092238932848
249,249,0.0006231301813386381
299,299,0.0005051779444329441
349,349,0.0004033611621707678
399,399,0.0016945013776421547
