epoch,step,train_loss
49,49,0.08106766641139984
99,99,0.0004975423216819763
149,149,0.00025552610168233514
199,199,0.00018539866141509265
249,249,0.0001514613104518503
299,299,0.00013029978435952216
349,349,0.00011512790661072358
399,399,0.0001030584389809519
